department,time_of_day,day_of_week,number_of_patients,doctor_count,emergency_cases,waiting_time_minutes
Neurology,5,Wednesday,88,8,1,94
Neurology,22,Monday,78,2,3,293
Neurology,13,Wednesday,56,9,10,201
Cardiology,5,Monday,22,4,1,57
General Medicine,5,Friday,57,9,3,98
General Medicine,1,Monday,67,3,3,189
General Medicine,21,Tuesday,57,8,19,323
Orthopedics,19,Sunday,31,2,0,89
Pediatrics,14,Thursday,35,3,10,216
General Medicine,16,Friday,95,1,1,495
Neurology,7,Saturday,5,5,18,281
Neurology,4,Thursday,10,4,7,149
General Medicine,16,Friday,15,1,19,366
General Medicine,19,Thursday,38,9,3,83
Neurology,0,Tuesday,88,6,15,367
Orthopedics,21,Thursday,67,6,14,276
Emergency,17,Monday,57,2,4,212
Emergency,14,Thursday,89,7,4,134
General Medicine,4,Friday,89,9,14,321
Cardiology,6,Saturday,22,6,16,265
General Medicine,17,Saturday,25,8,2,58
General Medicine,5,Wednesday,23,5,17,346
Emergency,21,Sunday,8,2,10,176
Neurology,20,Thursday,81,4,5,171
General Medicine,4,Saturday,86,1,11,600
Neurology,18,Thursday,33,1,16,408
Neurology,9,Sunday,29,6,13,224
Cardiology,14,Saturday,60,2,5,228
Neurology,9,Sunday,81,6,9,218
Emergency,15,Thursday,67,1,15,575
Orthopedics,11,Friday,31,3,17,320
Orthopedics,17,Thursday,64,9,19,328
Pediatrics,22,Sunday,87,2,5,359
General Medicine,0,Friday,53,8,18,366
Emergency,15,Friday,69,6,2,102
Neurology,21,Wednesday,42,6,11,214
Orthopedics,5,Saturday,87,7,15,359
Emergency,2,Monday,56,5,2,108
Orthopedics,1,Friday,5,4,15,287
Neurology,1,Sunday,44,6,3,109
Orthopedics,12,Saturday,85,8,19,339
General Medicine,8,Tuesday,25,4,12,228
General Medicine,15,Thursday,90,5,3,138
Pediatrics,4,Sunday,19,7,3,77
Pediatrics,22,Tuesday,54,6,6,163
Orthopedics,20,Sunday,52,4,11,238
Emergency,6,Thursday,36,4,1,68
General Medicine,12,Wednesday,53,4,15,306
Emergency,19,Sunday,72,1,6,455
Emergency,23,Friday,49,5,18,388
Orthopedics,12,Monday,36,8,10,182
Emergency,6,Friday,8,7,0,5
General Medicine,9,Thursday,69,5,8,205
Neurology,14,Sunday,75,3,4,188
Pediatrics,20,Monday,77,1,16,600
Neurology,5,Friday,69,7,0,66
Emergency,4,Monday,84,3,16,459
Neurology,22,Thursday,22,4,11,246
General Medicine,1,Wednesday,58,5,12,300
General Medicine,20,Wednesday,51,8,10,194
Emergency,14,Sunday,10,7,12,197
Orthopedics,15,Friday,70,9,12,240
Neurology,18,Tuesday,13,3,5,99
Orthopedics,8,Thursday,72,1,5,451
Orthopedics,21,Friday,27,1,19,421
Cardiology,18,Friday,47,1,9,388
Emergency,6,Wednesday,55,2,18,419
Pediatrics,3,Sunday,76,2,2,285
General Medicine,2,Monday,29,7,6,150
General Medicine,23,Thursday,84,9,4,126
Emergency,19,Monday,39,8,7,137
Pediatrics,10,Saturday,21,4,4,89
General Medicine,0,Saturday,22,2,11,284
Emergency,5,Thursday,31,3,3,132
General Medicine,10,Sunday,19,5,18,299
Orthopedics,0,Tuesday,85,9,17,372
Neurology,20,Saturday,73,8,2,87
Neurology,6,Wednesday,84,3,6,235
General Medicine,5,Tuesday,19,9,7,152
Cardiology,13,Friday,46,3,14,296
Pediatrics,1,Saturday,38,8,16,323
Pediatrics,3,Wednesday,52,1,18,600
Pediatrics,10,Friday,87,4,3,173
Orthopedics,14,Tuesday,12,4,15,242
Pediatrics,17,Thursday,14,6,12,206
Neurology,0,Friday,9,2,11,232
Orthopedics,2,Monday,52,7,3,114
Emergency,2,Thursday,30,5,11,242
Pediatrics,6,Thursday,90,6,16,323
Pediatrics,0,Tuesday,27,6,8,181
Emergency,10,Tuesday,66,6,11,236
Pediatrics,5,Wednesday,17,8,14,276
Emergency,19,Wednesday,13,4,19,309
Orthopedics,2,Monday,24,8,1,47
Neurology,18,Thursday,96,9,8,192
Emergency,1,Sunday,61,4,13,340
Cardiology,17,Monday,28,1,3,191
Emergency,11,Monday,37,3,3,124
Pediatrics,9,Sunday,24,1,5,205
Orthopedics,4,Sunday,64,7,4,133
General Medicine,8,Sunday,52,1,16,511
Orthopedics,1,Tuesday,68,4,12,329
General Medicine,1,Monday,34,1,19,537
Emergency,5,Monday,77,2,16,532
Neurology,9,Friday,21,1,18,379
Cardiology,17,Sunday,18,5,0,21
Orthopedics,11,Sunday,23,7,16,256
Pediatrics,3,Wednesday,75,3,2,198
General Medicine,21,Wednesday,63,8,13,243
Pediatrics,20,Thursday,71,5,11,250
Neurology,16,Wednesday,48,5,14,264
General Medicine,14,Saturday,36,5,5,118
Orthopedics,5,Thursday,15,8,19,377
Emergency,15,Sunday,6,2,1,30
Pediatrics,16,Friday,94,2,3,296
Neurology,2,Wednesday,72,8,12,277
Orthopedics,9,Friday,21,9,12,217
Orthopedics,4,Wednesday,85,2,16,559
Orthopedics,13,Wednesday,96,4,5,201
Orthopedics,20,Friday,98,8,10,214
General Medicine,12,Monday,44,2,18,392
Orthopedics,5,Monday,91,4,15,407
Pediatrics,11,Monday,50,1,7,368
Neurology,7,Saturday,92,2,0,233
General Medicine,4,Monday,97,7,9,251
Orthopedics,14,Wednesday,8,1,1,50
Cardiology,15,Sunday,42,1,18,490
Cardiology,0,Tuesday,67,2,13,448
Neurology,15,Friday,33,4,2,81
Emergency,4,Sunday,23,7,8,165
Emergency,2,Tuesday,95,4,7,289
General Medicine,19,Sunday,33,5,10,192
General Medicine,14,Saturday,39,4,14,266
General Medicine,12,Tuesday,74,4,5,181
Emergency,23,Thursday,27,9,1,45
Cardiology,15,Monday,50,6,0,53
Emergency,22,Saturday,48,3,2,139
Pediatrics,10,Sunday,52,6,17,312
Orthopedics,20,Wednesday,56,7,13,248
General Medicine,1,Monday,12,7,16,307
Cardiology,21,Monday,59,8,1,62
Neurology,5,Tuesday,70,4,18,440
Neurology,5,Thursday,81,1,8,600
Orthopedics,13,Monday,44,6,7,145
Cardiology,10,Sunday,89,8,9,195
Emergency,7,Sunday,35,5,8,163
Emergency,7,Friday,52,3,7,202
Pediatrics,0,Friday,65,4,6,212
Pediatrics,20,Monday,56,8,5,120
Emergency,6,Tuesday,42,6,1,48
Neurology,5,Tuesday,95,5,8,270
General Medicine,20,Wednesday,40,9,8,152
Neurology,7,Saturday,91,3,18,435
Pediatrics,18,Saturday,59,7,8,179
Orthopedics,21,Saturday,89,9,1,77
Emergency,20,Thursday,17,4,18,310
Pediatrics,23,Tuesday,41,3,15,363
Pediatrics,19,Wednesday,51,1,13,460
General Medicine,7,Friday,94,9,19,351
Emergency,13,Sunday,75,1,0,384
General Medicine,17,Saturday,26,2,12,253
Emergency,15,Friday,43,9,1,55
General Medicine,8,Friday,91,5,13,299
Neurology,14,Monday,62,4,0,90
Orthopedics,9,Thursday,34,9,14,234
Orthopedics,21,Wednesday,22,9,17,281
Emergency,15,Thursday,22,2,8,185
Cardiology,3,Monday,78,3,7,288
Pediatrics,19,Wednesday,43,3,6,175
Pediatrics,12,Wednesday,98,5,8,222
Emergency,21,Tuesday,30,3,8,167
General Medicine,4,Thursday,75,6,10,256
Cardiology,21,Thursday,11,2,3,81
Neurology,6,Tuesday,73,6,6,168
General Medicine,22,Friday,69,6,6,190
General Medicine,8,Monday,50,2,3,179
Emergency,7,Thursday,22,6,11,199
Emergency,15,Tuesday,17,6,16,266
Pediatrics,5,Sunday,29,6,19,389
Emergency,15,Wednesday,12,5,2,56
Emergency,5,Saturday,78,7,8,220
Emergency,13,Sunday,36,5,4,104
Pediatrics,20,Tuesday,21,1,19,395
Neurology,0,Saturday,83,9,15,342
Neurology,8,Friday,83,3,7,247
Emergency,23,Monday,52,2,15,432
Pediatrics,12,Saturday,67,6,18,335
Neurology,18,Friday,44,8,15,263
General Medicine,16,Saturday,88,2,17,487
Neurology,10,Wednesday,19,4,14,243
Neurology,7,Wednesday,10,2,17,288
Pediatrics,22,Wednesday,98,9,13,315
General Medicine,4,Wednesday,67,2,15,488
Pediatrics,9,Tuesday,12,2,4,91
Emergency,6,Wednesday,99,5,7,219
Orthopedics,9,Sunday,36,5,15,269
Neurology,3,Wednesday,49,7,0,63
Orthopedics,8,Sunday,56,1,10,436
Pediatrics,13,Tuesday,83,2,10,362
Pediatrics,1,Wednesday,86,6,1,119
Pediatrics,8,Friday,17,2,18,333
Orthopedics,20,Friday,28,4,4,96
Pediatrics,0,Thursday,44,6,2,97
Emergency,22,Friday,18,7,7,156
Pediatrics,9,Monday,96,5,3,150
Cardiology,9,Monday,79,8,12,249
Orthopedics,19,Monday,74,6,13,257
Cardiology,21,Tuesday,66,5,0,81
Pediatrics,2,Friday,93,4,4,229
Emergency,5,Sunday,65,6,6,192
Neurology,5,Monday,5,6,5,113
General Medicine,20,Thursday,93,6,14,298
General Medicine,1,Tuesday,70,1,14,600
Pediatrics,17,Thursday,36,6,7,141
Emergency,22,Friday,17,1,1,135
Orthopedics,1,Wednesday,37,5,13,290
Cardiology,11,Thursday,36,7,15,259
Cardiology,21,Wednesday,60,1,9,442
Cardiology,4,Tuesday,28,1,14,429
Orthopedics,19,Thursday,95,6,3,138
General Medicine,6,Thursday,8,7,11,180
Emergency,23,Saturday,92,6,9,273
Orthopedics,15,Tuesday,27,5,1,45
Cardiology,19,Tuesday,33,6,3,85
Pediatrics,0,Monday,25,3,19,397
Neurology,0,Friday,34,9,5,131
Orthopedics,16,Thursday,94,5,13,305
Orthopedics,0,Thursday,24,2,2,111
Emergency,20,Sunday,20,7,14,230
Emergency,19,Tuesday,71,3,0,124
Orthopedics,12,Tuesday,53,1,18,551
Cardiology,8,Friday,62,3,0,110
Neurology,14,Tuesday,48,9,12,220
Emergency,2,Wednesday,29,5,7,168
Cardiology,13,Wednesday,27,7,17,289
Pediatrics,22,Saturday,63,3,2,181
Emergency,10,Wednesday,5,4,17,279
Cardiology,23,Wednesday,19,1,19,466
Cardiology,21,Friday,85,3,8,271
Neurology,11,Thursday,85,7,5,145
Neurology,12,Wednesday,56,4,19,365
Pediatrics,12,Saturday,62,2,1,177
Cardiology,0,Tuesday,45,5,3,126
General Medicine,23,Wednesday,48,5,17,371
Cardiology,9,Saturday,8,2,6,119
Neurology,2,Friday,81,6,10,274
General Medicine,23,Sunday,72,4,4,194
Emergency,3,Sunday,11,1,7,196
Emergency,15,Sunday,50,3,10,242
Orthopedics,7,Tuesday,13,9,19,302
Neurology,15,Saturday,91,7,19,364
Orthopedics,16,Wednesday,37,6,14,249
General Medicine,18,Thursday,37,1,2,224
Neurology,21,Tuesday,88,9,6,149
Pediatrics,14,Tuesday,8,9,7,124
Cardiology,15,Sunday,69,1,10,494
Pediatrics,14,Thursday,38,6,9,177
General Medicine,1,Sunday,95,7,19,442
Neurology,10,Tuesday,89,2,8,348
General Medicine,0,Wednesday,92,8,14,328
Cardiology,14,Sunday,83,8,19,352
Emergency,18,Sunday,68,6,4,124
Emergency,3,Sunday,29,9,14,281
General Medicine,10,Tuesday,59,3,3,154
Orthopedics,4,Wednesday,13,2,4,105
Neurology,2,Thursday,21,2,14,316
Neurology,12,Monday,25,6,16,273
Emergency,9,Thursday,64,7,7,159
Pediatrics,10,Wednesday,17,6,18,293
Cardiology,17,Friday,7,3,8,138
Pediatrics,1,Sunday,72,5,9,258
Pediatrics,6,Thursday,8,8,4,80
General Medicine,8,Friday,96,6,9,225
Emergency,9,Friday,11,2,0,42
Emergency,17,Wednesday,30,7,3,75
Emergency,22,Wednesday,79,8,4,143
General Medicine,6,Sunday,28,4,6,136
Orthopedics,6,Monday,14,1,4,142
Pediatrics,2,Saturday,17,2,19,399
General Medicine,11,Tuesday,48,4,7,174
Neurology,6,Thursday,43,7,16,277
Cardiology,16,Wednesday,23,2,0,75
Orthopedics,0,Thursday,55,6,17,362
Neurology,4,Saturday,23,2,11,282
Pediatrics,15,Saturday,80,7,2,93
Emergency,14,Sunday,56,2,19,429
Pediatrics,1,Friday,90,3,13,424
General Medicine,8,Sunday,51,9,15,269
Cardiology,6,Tuesday,34,4,17,304
General Medicine,3,Monday,50,5,9,223
Orthopedics,19,Thursday,80,9,14,259
Orthopedics,17,Tuesday,97,7,9,214
Cardiology,20,Monday,25,8,0,17
Neurology,3,Thursday,79,3,18,498
Neurology,12,Tuesday,52,4,1,82
Orthopedics,0,Wednesday,66,7,12,281
Orthopedics,23,Thursday,62,4,15,379
Emergency,2,Tuesday,22,2,7,200
Neurology,15,Saturday,63,6,2,85
Cardiology,21,Monday,95,9,18,332
Neurology,3,Tuesday,52,2,13,399
Emergency,22,Wednesday,67,1,10,600
General Medicine,15,Sunday,16,8,11,189
Orthopedics,18,Thursday,91,1,10,600
Orthopedics,0,Thursday,38,1,10,420
Emergency,4,Thursday,65,3,17,446
Cardiology,18,Wednesday,91,5,9,234
Orthopedics,21,Monday,57,9,15,258
Pediatrics,23,Thursday,29,2,7,225
Orthopedics,10,Monday,66,1,5,411
Pediatrics,12,Tuesday,8,1,18,319
Emergency,19,Saturday,98,8,12,251
Emergency,4,Saturday,98,2,14,555
Orthopedics,20,Monday,17,9,12,204
Neurology,3,Monday,46,9,0,36
Pediatrics,3,Saturday,53,2,1,186
Cardiology,3,Thursday,82,3,12,390
Orthopedics,3,Friday,60,2,1,216
Cardiology,19,Friday,51,6,10,202
Orthopedics,20,Wednesday,12,7,12,198
Neurology,17,Sunday,59,6,9,198
Neurology,17,Saturday,92,3,14,370
Neurology,15,Saturday,22,3,0,51
General Medicine,8,Wednesday,39,2,13,304
Neurology,17,Friday,93,2,9,383
Emergency,21,Tuesday,85,5,17,348
Emergency,1,Thursday,36,8,10,217
General Medicine,20,Thursday,28,6,6,124
Pediatrics,3,Tuesday,11,9,14,270
Cardiology,11,Tuesday,17,5,2,60
Orthopedics,6,Friday,95,4,1,142
Orthopedics,14,Wednesday,73,9,7,150
General Medicine,6,Tuesday,94,5,7,215
Emergency,21,Wednesday,46,1,10,399
Orthopedics,20,Sunday,35,5,15,262
Emergency,16,Monday,78,5,1,105
Pediatrics,15,Thursday,30,5,4,103
Cardiology,18,Friday,90,2,6,326
Pediatrics,8,Thursday,80,6,19,369
General Medicine,13,Friday,36,5,12,219
Neurology,16,Monday,95,2,1,259
Neurology,4,Thursday,56,8,2,90
Neurology,1,Monday,24,6,8,185
Pediatrics,19,Friday,44,3,9,224
Orthopedics,15,Tuesday,63,9,12,218
Cardiology,13,Sunday,81,4,12,282
Neurology,13,Thursday,18,3,4,103
General Medicine,0,Monday,48,7,6,161
General Medicine,2,Saturday,90,8,16,368
Neurology,6,Thursday,86,7,14,285
Neurology,14,Thursday,52,1,4,325
Cardiology,18,Thursday,97,1,6,583
Neurology,19,Wednesday,47,5,1,74
Cardiology,1,Monday,20,8,17,327
General Medicine,18,Monday,39,3,9,207
Neurology,8,Thursday,57,8,0,46
Pediatrics,18,Tuesday,38,3,13,270
Pediatrics,4,Thursday,7,4,18,337
General Medicine,17,Wednesday,72,7,15,289
Cardiology,15,Friday,9,3,18,297
Pediatrics,3,Wednesday,14,4,5,117
Cardiology,11,Tuesday,56,8,11,221
Pediatrics,6,Thursday,33,4,2,76
Pediatrics,13,Monday,35,9,6,123
Cardiology,22,Sunday,70,4,2,154
Orthopedics,11,Saturday,80,4,16,347
Pediatrics,2,Thursday,95,5,14,378
Neurology,4,Tuesday,73,1,18,600
General Medicine,16,Monday,41,7,18,323
Orthopedics,9,Wednesday,31,9,10,169
Cardiology,9,Friday,91,9,19,332
Orthopedics,10,Friday,37,1,1,204
Emergency,16,Sunday,72,6,6,159
Emergency,4,Thursday,63,3,18,465
Pediatrics,12,Wednesday,68,4,6,185
Pediatrics,9,Sunday,89,8,9,199
Neurology,8,Saturday,92,4,11,297
General Medicine,16,Saturday,48,8,17,291
Orthopedics,0,Sunday,99,4,5,260
Emergency,3,Tuesday,92,9,19,419
Pediatrics,3,Friday,53,6,7,199
General Medicine,17,Wednesday,57,1,4,350
Orthopedics,8,Thursday,78,2,2,233
Pediatrics,17,Monday,53,7,1,55
Pediatrics,13,Thursday,70,7,5,136
Emergency,14,Thursday,99,3,6,266
Emergency,5,Wednesday,67,1,7,552
Pediatrics,23,Friday,29,8,3,88
Cardiology,9,Wednesday,8,7,11,173
Pediatrics,14,Monday,55,8,11,214
General Medicine,3,Sunday,15,1,16,384
Pediatrics,17,Wednesday,21,3,18,308
Neurology,17,Tuesday,70,2,8,308
Neurology,16,Thursday,74,1,11,541
Neurology,11,Friday,77,5,16,324
Cardiology,6,Saturday,73,3,9,273
Cardiology,15,Monday,88,8,18,337
Pediatrics,10,Saturday,33,6,10,190
Neurology,13,Thursday,89,9,19,337
Cardiology,2,Wednesday,77,9,12,283
Emergency,18,Saturday,96,6,3,133
Pediatrics,17,Tuesday,76,2,14,407
General Medicine,9,Wednesday,99,9,11,232
Orthopedics,5,Thursday,24,2,9,246
Pediatrics,12,Saturday,31,3,6,144
Orthopedics,9,Sunday,12,6,1,39
Neurology,17,Monday,89,2,6,327
Orthopedics,19,Saturday,65,5,7,177
Neurology,15,Sunday,32,2,18,363
Emergency,5,Sunday,91,4,5,243
Orthopedics,12,Saturday,74,3,7,228
Pediatrics,3,Friday,7,5,19,359
Neurology,22,Saturday,73,6,3,125
Pediatrics,13,Thursday,77,7,19,353
Cardiology,0,Sunday,11,8,8,166
Neurology,19,Monday,64,9,4,102
Orthopedics,4,Thursday,8,4,5,113
Neurology,7,Tuesday,9,4,18,289
Pediatrics,11,Wednesday,15,7,11,175
Emergency,1,Saturday,19,9,4,104
Neurology,11,Friday,68,2,4,241
Orthopedics,4,Monday,17,6,17,334
Cardiology,21,Friday,11,8,5,91
General Medicine,4,Friday,10,5,8,172
Emergency,12,Friday,60,5,10,212
Cardiology,8,Saturday,68,8,13,243
Neurology,9,Monday,54,1,1,296
Pediatrics,0,Monday,34,6,13,286
Pediatrics,2,Sunday,26,9,18,338
Orthopedics,17,Friday,29,6,9,174
Pediatrics,11,Sunday,32,7,4,89
Emergency,2,Sunday,88,4,3,196
Pediatrics,8,Wednesday,43,1,6,315
Orthopedics,1,Saturday,71,9,12,268
General Medicine,2,Saturday,9,6,9,175
Neurology,13,Thursday,69,3,9,261
Neurology,3,Sunday,19,4,3,105
Pediatrics,18,Saturday,94,6,15,308
Cardiology,12,Friday,71,6,14,274
Neurology,6,Tuesday,44,9,10,178
General Medicine,11,Friday,73,4,18,370
Pediatrics,2,Monday,99,5,2,160
Orthopedics,22,Saturday,81,5,14,355
General Medicine,22,Saturday,47,3,15,377
Pediatrics,8,Thursday,5,2,13,210
General Medicine,1,Sunday,26,8,4,113
Neurology,21,Tuesday,66,9,16,280
Orthopedics,8,Saturday,83,9,17,316
Pediatrics,11,Thursday,30,5,18,319
Emergency,11,Thursday,22,9,0,28
Orthopedics,14,Tuesday,52,4,8,200
Emergency,1,Friday,13,2,13,289
General Medicine,17,Friday,5,3,19,304
Cardiology,12,Friday,13,1,19,365
Orthopedics,13,Wednesday,27,5,10,185
General Medicine,4,Sunday,49,1,1,329
Emergency,9,Sunday,6,1,19,330
Neurology,11,Friday,18,7,4,85
Neurology,9,Tuesday,42,2,14,323
Cardiology,23,Wednesday,44,8,11,245
Orthopedics,10,Sunday,67,6,13,258
Orthopedics,1,Friday,86,4,10,317
Orthopedics,4,Wednesday,20,9,8,174
General Medicine,6,Tuesday,97,8,19,356
Cardiology,5,Friday,79,3,7,300
Orthopedics,21,Monday,10,3,11,192
General Medicine,22,Saturday,7,4,2,61
Neurology,2,Tuesday,18,9,14,284
Emergency,12,Thursday,70,9,7,153
General Medicine,2,Thursday,99,5,6,236
Neurology,23,Tuesday,79,9,16,355
Neurology,20,Thursday,90,6,11,237
Emergency,5,Sunday,71,8,19,411
Neurology,10,Tuesday,35,8,17,282
Cardiology,16,Monday,37,7,17,299
Emergency,9,Tuesday,92,4,14,338
Neurology,11,Friday,5,4,2,50
Pediatrics,16,Friday,48,6,18,324
General Medicine,3,Wednesday,19,9,14,273
Neurology,1,Thursday,41,7,15,315
Cardiology,10,Saturday,31,5,16,272
Orthopedics,6,Thursday,52,5,0,69
Neurology,1,Sunday,31,8,10,207
Orthopedics,17,Tuesday,16,6,5,98
Pediatrics,20,Saturday,71,1,8,491
Neurology,3,Saturday,34,1,19,567
Emergency,7,Thursday,91,9,15,284
Orthopedics,19,Saturday,70,8,5,120
Pediatrics,13,Saturday,11,6,11,185
Emergency,11,Friday,38,1,18,471
Emergency,21,Monday,36,2,12,282
Emergency,20,Tuesday,43,3,12,260
Emergency,17,Thursday,47,3,3,132
Neurology,10,Friday,47,2,8,244
General Medicine,7,Sunday,82,2,13,410
Neurology,1,Sunday,7,6,13,257
Neurology,14,Wednesday,50,7,16,287
Pediatrics,8,Saturday,36,4,4,114
Pediatrics,18,Saturday,47,1,18,520
General Medicine,19,Thursday,85,6,1,97
Pediatrics,7,Monday,7,7,12,195
Cardiology,18,Monday,78,4,10,257
General Medicine,4,Thursday,67,6,1,89
Pediatrics,10,Thursday,44,9,0,28
General Medicine,14,Friday,22,4,2,66
Neurology,7,Sunday,71,4,11,260
Neurology,18,Thursday,66,5,6,165
General Medicine,22,Sunday,14,3,0,45
Cardiology,7,Wednesday,56,2,8,273
Cardiology,18,Sunday,77,9,17,309
General Medicine,17,Friday,50,1,19,549
Pediatrics,9,Saturday,59,5,5,149
Orthopedics,6,Saturday,50,5,8,184
Cardiology,8,Sunday,79,8,7,169
Emergency,0,Saturday,64,6,17,374
Neurology,18,Saturday,30,6,14,235
General Medicine,4,Tuesday,31,6,0,38
Emergency,18,Wednesday,42,4,13,255
General Medicine,0,Friday,26,1,17,479
Neurology,14,Friday,30,3,18,329
Neurology,15,Saturday,90,6,18,352
Cardiology,22,Monday,73,5,9,262
Cardiology,6,Friday,39,1,19,492
Emergency,11,Wednesday,70,5,5,158
General Medicine,7,Thursday,77,2,16,440
Neurology,4,Wednesday,55,1,13,570
Emergency,9,Saturday,22,4,12,213
Orthopedics,20,Saturday,47,6,7,154
Emergency,4,Tuesday,16,7,9,181
Pediatrics,16,Sunday,7,9,8,138
Emergency,4,Friday,86,5,4,180
Pediatrics,21,Sunday,11,8,3,54
Pediatrics,14,Sunday,10,8,5,92
Pediatrics,12,Friday,86,9,5,131
Orthopedics,0,Friday,49,3,12,328
Emergency,10,Saturday,90,3,3,202
Emergency,22,Friday,43,9,7,169
Orthopedics,0,Monday,55,7,4,137
Neurology,10,Monday,13,4,1,38
Cardiology,17,Thursday,27,1,8,267
Emergency,17,Friday,16,7,10,180
Cardiology,20,Tuesday,92,6,19,375
General Medicine,15,Thursday,66,3,19,401
General Medicine,12,Saturday,77,5,10,238
Orthopedics,6,Friday,81,3,6,228
General Medicine,0,Monday,44,8,13,272
General Medicine,15,Tuesday,58,5,5,150
Neurology,0,Thursday,85,6,3,153
Neurology,16,Tuesday,11,2,5,120
Neurology,5,Friday,21,8,2,66
General Medicine,1,Wednesday,54,9,5,134
Orthopedics,16,Tuesday,28,3,2,86
Pediatrics,5,Tuesday,6,6,0,19
Pediatrics,13,Saturday,96,6,17,356
Cardiology,17,Monday,87,2,3,276
Pediatrics,5,Friday,37,8,5,125
Pediatrics,9,Tuesday,25,5,16,274
Neurology,23,Friday,78,8,17,379
Neurology,17,Monday,57,8,5,115
General Medicine,8,Saturday,50,3,1,108
Cardiology,7,Friday,49,5,11,222
Emergency,9,Sunday,13,7,11,186
Cardiology,16,Monday,10,5,3,64
Cardiology,22,Monday,55,6,15,328
Orthopedics,5,Thursday,39,2,19,470
General Medicine,13,Saturday,86,8,9,202
Orthopedics,21,Saturday,57,5,9,209
Cardiology,21,Sunday,23,6,6,123
Cardiology,5,Friday,73,1,13,600
Cardiology,6,Wednesday,29,2,6,165
Pediatrics,11,Sunday,15,4,11,188
Orthopedics,2,Thursday,78,9,10,253
Cardiology,13,Saturday,21,6,16,269
Neurology,21,Monday,40,8,10,198
General Medicine,18,Saturday,94,2,2,281
General Medicine,22,Sunday,99,5,18,455
Neurology,15,Wednesday,25,1,3,177
General Medicine,6,Tuesday,22,4,7,144
Pediatrics,7,Tuesday,64,1,13,529
Pediatrics,17,Saturday,22,9,19,313
Emergency,12,Saturday,5,2,13,216
Emergency,20,Thursday,18,7,15,258
Emergency,8,Saturday,12,3,14,239
General Medicine,9,Wednesday,70,2,11,355
Pediatrics,20,Saturday,55,4,15,305
Pediatrics,22,Friday,83,7,19,423
Pediatrics,8,Sunday,64,7,18,315
Neurology,14,Wednesday,38,9,4,84
Pediatrics,19,Thursday,40,3,11,247
Neurology,1,Friday,66,7,4,145
Emergency,12,Friday,5,6,9,152
Emergency,1,Sunday,89,7,16,385
General Medicine,18,Tuesday,46,7,14,247
Emergency,1,Wednesday,5,5,7,141
General Medicine,2,Sunday,88,9,7,194
Cardiology,5,Friday,58,7,7,179
Cardiology,2,Thursday,51,7,9,212
Orthopedics,9,Sunday,43,3,19,361
General Medicine,23,Tuesday,34,1,12,422
Orthopedics,5,Friday,11,5,15,289
Orthopedics,22,Sunday,26,8,8,175
Cardiology,15,Wednesday,54,5,15,297
General Medicine,16,Tuesday,49,3,9,221
Cardiology,18,Wednesday,78,9,2,88
Orthopedics,2,Wednesday,76,2,13,475
General Medicine,17,Wednesday,95,3,12,350
Orthopedics,6,Sunday,14,4,3,73
Pediatrics,8,Tuesday,18,1,3,135
General Medicine,19,Sunday,50,4,5,142
General Medicine,11,Sunday,79,4,18,381
Orthopedics,4,Sunday,10,9,10,198
Pediatrics,2,Friday,25,8,7,146
Neurology,10,Saturday,66,2,13,368
Cardiology,3,Monday,23,7,7,161
Orthopedics,4,Friday,92,6,13,330
General Medicine,0,Tuesday,86,7,6,191
Cardiology,17,Monday,66,4,17,355
Cardiology,11,Monday,87,5,11,264
Cardiology,12,Monday,57,6,13,260
Neurology,8,Saturday,28,9,14,233
Emergency,1,Sunday,60,2,17,504
Orthopedics,4,Thursday,66,9,11,247
Emergency,12,Tuesday,38,1,9,339
Emergency,15,Saturday,26,4,11,203
Emergency,15,Saturday,72,5,7,189
Cardiology,23,Thursday,61,9,5,145
Pediatrics,2,Monday,14,6,18,354
Cardiology,21,Sunday,70,4,0,92
Cardiology,3,Thursday,12,2,12,265
General Medicine,10,Thursday,42,5,15,277
General Medicine,22,Saturday,66,8,17,375
Emergency,13,Tuesday,32,8,11,191
Cardiology,2,Wednesday,14,6,4,90
Emergency,15,Sunday,49,1,12,426
General Medicine,21,Thursday,69,8,7,156
Pediatrics,14,Sunday,71,4,5,171
Orthopedics,9,Thursday,13,2,2,70
Emergency,8,Monday,9,1,19,338
Pediatrics,10,Sunday,14,7,3,71
Orthopedics,15,Monday,16,2,11,214
Neurology,9,Saturday,86,4,12,303
Emergency,16,Monday,62,4,1,104
Emergency,18,Sunday,25,1,18,400
Neurology,1,Friday,25,2,3,141
Neurology,23,Sunday,69,1,12,600
Emergency,22,Thursday,7,6,18,349
Neurology,1,Monday,73,3,7,291
Cardiology,5,Tuesday,93,1,7,600
Orthopedics,18,Friday,68,8,15,275
Orthopedics,7,Saturday,53,4,10,234
Orthopedics,2,Wednesday,76,7,17,386
Cardiology,13,Thursday,21,2,3,112
Neurology,15,Thursday,77,6,0,74
Pediatrics,0,Tuesday,36,6,0,41
Neurology,20,Wednesday,74,7,13,259
Emergency,2,Wednesday,25,1,3,226
General Medicine,21,Saturday,11,1,10,219
Orthopedics,17,Saturday,11,2,17,295
Neurology,8,Friday,31,2,15,308
Pediatrics,5,Thursday,12,5,16,323
Emergency,22,Monday,77,1,1,500
Cardiology,20,Saturday,32,2,3,126
Cardiology,0,Tuesday,83,6,2,136
Pediatrics,20,Tuesday,70,3,14,335
Emergency,9,Tuesday,75,4,1,120
